Year,Song Name,Artist,Number of Weeks On Top,Spotify ID
2006,Promiscuous,Nelly Furtado Featuring Timbaland,26,2gam98EZKrF9XuOkU13ApN
2006,"Lean Wit It, Rock Wit It",Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,7cVmKBwzPsh4Fmb6SplfEm
2006,What's Left Of Me,Nick Lachey,25,3b8YFN3PcYQfM8q2Jqs7PE
2006,U And Dat,E-40 Featuring T-Pain & Kandi Girl,25,7g7M96UGiA7OR79H86gV4m
2006,Ms. New Booty,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,24,0k6HUzaRHpQ3eEWr1C7Esh
2006,SexyBack,Justin Timberlake,24,0O45fw2L5vsWpdsOdXwNAR
2006,Rompe,Daddy Yankee,23,4Xtlw8oXkIOvzV7crUBKeZ
2006,Waiting On The World To Change,John Mayer,23,5imShWWzwqfAJ9gXFpGAQh
2006,Lips Of An Angel,Hinder,23,40LQiUUUKXVGyNs09lHVjW
2006,"Dance, Dance",Fall Out Boy,22,0a7BloCiNzLDD9qSQHh5m7
2006,(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole,22,5nEdwtSv0qqeE0l4o1lR4q
2006,Sexy Love,Ne-Yo,22,10aWGOqSDBqvNzJ9NeKDbK
2006,Far Away,Nickelback,22,05rWggLwQ2weA4D2cRAt55
2006,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",21,0l7DPAKQVayEz9FXC9di2e
2006,Check On It,Beyonce Featuring Slim Thug,21,0rok38RPhg2SbUZt2JPFP6
2006,So Sick,Ne-Yo,21,6brl7bwOHmGFkNw3MBqssT
2006,Touch It,Busta Rhymes,21,3HVJbdz0V402U5YggQK4Ao
2006,So What,Field Mob Featuring Ciara,21,2TNItTGFywUukXJdG6Qa25
2006,Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,21,20on25jryn53hWghthWWW3
2006,London Bridge,Fergie,21,7K2IeEefMiK8sDL8RBvXw2
2006,Yo (Excuse Me Miss),Chris Brown,20,7DFnq8FYhHMCylykf6ZCxA
2006,Ever The Same,Rob Thomas,20,02acUMylPHMjJ9miDc9b38
2006,Get Drunk And Be Somebody,Toby Keith,20,408wKFP7qp6ALbjcex2t9k
2006,Upside Down,Jack Johnson,20,0aJrYfARfCKzv6gXjhs4SZ
2006,Beep,The Pussycat Dolls Featuring will.i.am,20,4o8EPKaCQ9BvdoEGyQ0lsF
2006,For You I Will (Confidence),Teddy Geiger,20,
2006,Girl Next Door,Saving Jane,20,4uwTLdQwQOHGMIqQHRk5UV
2006,What You Know,T.I.,20,0CAJdthKDdRjB2h8YOguN6
2006,Why,Jason Aldean,20,3qvGI5J7Gdnq4MsT6QeHHf
2006,When You're Mad,Ne-Yo,20,5FXOEdfNW7nYQrBWtW49Cl
2006,When The Stars Go Blue,Tim McGraw,20,2R0eqSxBNxlKmfLjAwaj0C
2006,Gimme That,Chris Brown Featuring Lil Wayne,20,53ETzLQQKFCzykRbqWb1ph
2006,Where'd You Go,Fort Minor Featuring Holly Brook,20,1GHqc0e7PQ6aEyGlvfSJzS
2006,Stay With You,Goo Goo Dolls,20,3yJ2eboERY4HroE22RG7c2
2006,Enough Cryin,Mary J. Blige Featuring Brook-Lyn,20,7mwLsFXNBWbtFzA032tUbx
2006,Why You Wanna,T.I.,20,1g0oI97rPdYuWDIpkbtQdv
2006,Summertime,Kenny Chesney,20,3cE5ltZFHmBpiS77itKaOM
2006,Not Ready To Make Nice,Dixie Chicks,20,6LCEyZZHFF4ebF1Mike1s5
2006,Torn,LeToya,20,1oPArBnq4Lg8WKYWdPZVGO
2006,Animal I Have Become,Three Days Grace,20,5eFxwmqKrHpSQDOEIFYlgY
2006,The World,Brad Paisley,20,3qrE75eXkASxoMG8wJvWSk
2006,Unfaithful,Rihanna,20,13xxBnXOuiBxVxJI458B0i
2006,Miss Murder,AFI,20,0Ti2dlF2xLjXblvdU5fCxM
2006,Bossy,Kelis Featuring Too $hort,20,3xLfvOpTFxsckNNCWpjYlY
2006,Crazy Bitch,Buckcherry,20,3Lc65aYhtNRO19Fnq2oMb8
2006,"Steady, As She Goes",The Raconteurs,20,4xlEKYv7HmC8zXoJIbpZKM
2006,If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins,20,7vSn3VNbzOtPebdj6ZSebj
2006,Leave The Pieces,The Wreckers,20,1VnQfAPIHwFImjfO9gnyUt
2006,Life Is A Highway,Rascal Flatts,20,5gB2IrxOCX2j9bMnHKP38i
2006,Shoulder Lean,Young Dro Featuring T.I.,20,2OqYarizUUGzSSNHPrDEii
2006,Ain't No Other Man,Christina Aguilera,20,7huo2wvrCgRucUsjdSDLQV
2006,Pullin' Me Back,Chingy Featuring Tyrese,20,5hF2LnbkpnXCkksMSeWcxZ
2006,Brand New Girlfriend,Steve Holy,20,4mpUaApNea2QhQshM4xyr4
2006,I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,20,6giYNaycmjkbf7UmZ6RGtL
2006,Would You Go With Me,Josh Turner,20,1KhrAWvLIjRlQIJtSTgvsi
2006,Suddenly I See,KT Tunstall,20,5p9XWUdvbUzmPCukOmwoU3
2006,Gallery,Mario Vazquez,20,1bwh1w7nP8FzBLlBSTfffP
2006,The Kill (Bury Me),30 Seconds To Mars,20,1p1nO35bbi4ZlQgjIA4oa4
2006,I Call It Love,Lionel Richie,20,5BsJy4UDoQXqdgcyWqWQw2
2006,S.E.X.,Lyfe Jennings,20,1CMNtwVi3na1KgUMjSD3ym
2006,The Diary Of Jane,Breaking Benjamin,20,0faXHILILebCGnJBPU6KJJ
2006,Get Up,Ciara Featuring Chamillionaire,20,3rKCDtV8UcF0RytSiXxypc
2006,Chain Hang Low,Jibbs,20,0tYPj0NYa7vjlJaqlRSnJb
2006,Through Glass,Stone Sour,20,5NeIONQWJ25uPylJBJiO4c
2006,Run It!,Chris Brown,19,7xYnUQigPoIDAMPVK79NEq
2006,Because Of You,Kelly Clarkson,19,0gJvqi9QyASOCtJu99tytc
2006,Shake That,Eminem Featuring Nate Dogg,19,0fGh0trRN1xz3s41r7V5ce
2006,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,19,2QurCbkPO14pjrikPNja0h
2006,Tonight I Wanna Cry,Keith Urban,19,61hmCqoIlTJjcVMMLhcH5n
2006,Love,Keyshia Cole,19,0W4NhJhcqKCqEP2GIpDCDq
2006,Can't Let Go,Anthony Hamilton,19,4mBy2d5IY5rQkidZBKXxfT
2006,Gettin' Some,Shawnna,19,4uNisev7PGUAixBOagpgyY
2006,Every Time I Hear Your Name,Keith Anderson,19,3aVCHTY93NQQbOcDDbwwXA
2006,Put Your Records On,Corinne Bailey Rae,19,2nGFzvICaeEWjIrBrL2RAx
2007,Before He Cheats,Carrie Underwood,48,0ZUo4YjG4saFnEJhdWp9Bt
2007,The Sweet Escape,Gwen Stefani Featuring Akon,39,07K4GcCDSTiXUF5ssyTRUM
2007,Home,Daughtry,37,5vjbBPVd4ncMex8zf2V10o
2007,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,35,1tkMs9wDPknQ3ZHcKDw1ES
2007,Hey There Delilah,Plain White T's,35,4RCWB3V8V0dignt99LZ8vH
2007,Big Girls Don't Cry,Fergie,35,6dgWWAs5yhWPOtvE1zuoQ1
2007,Rockstar,Nickelback,33,05tlUh0E6IFks9sCQguQKN
2007,U + Ur Hand,P!nk,33,1iOJQhxKSJ7dg3Dk03yPnl
2007,Umbrella,Rihanna Featuring Jay-Z,33,49FYlytm3dAAraYgpoJZux
2007,Wait For You,Elliott Yamin,30,0U969xYNlAyfzi8P1TaO7u
2007,Glamorous,Fergie Featuring Ludacris,29,4N0tDOF2bo9JEpSqLNlpjq
2007,The Way I Are,Timbaland Featuring Keri Hilson,29,2bLqfJjuC5syrsgDsZfGmn
2007,Teardrops On My Guitar,Taylor Swift,28,2TF4UtYreqNbQ6Z9AccldU
2007,Who Knew,P!nk,28,2hns6Dv29Yrg68AVTJiAyA
2007,Thnks Fr Th Mmrs,Fall Out Boy,28,3Zwu2K0Qa5sT6teCCHPShP
2007,Paralyzer,Finger Eleven,28,28IEbk5a7twNTbUEvWslUb
2007,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,26,0wbDgMuAoy7O7pL3a69uZx
2007,Makes Me Wonder,Maroon 5,26,3PNOYDruQplC92lNc7mE9W
2007,First Time,Lifehouse,26,40Fp6pxcS9l08kL1R50mR4
2007,It's Not Over,Daughtry,25,2DRasE1gfOu7JeQT0oNz1m
2007,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,25,68Zq7PMcPIQE8ol1x3gAqw
2007,Bubbly,Colbie Caillat,25,1lkvpmrCaXK8QtliFDcHBO
2007,The Great Escape,Boys Like Girls,25,4j2Z0fivH9kDUhqG69Z3Aa
2007,Say It Right,Nelly Furtado,24,2aI21FnmY7TJVKeMaoQZ0t
2007,Face Down,The Red Jumpsuit Apparatus,24,4wzjNqjKAKDU82e8uMhzmr
2007,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,24,2Lhdl74nwwVGOE2Gv35QuK
2007,Girlfriend,Avril Lavigne,24,45hOioMDJktr86iKDHC8gr
2007,Until The End Of Time,Justin Timberlake Duet With Beyonce,24,2wZTnl0pPFr3HBcyXfOaVJ
2007,What Goes Around...Comes Around,Justin Timberlake,23,3pD0f7hSJg2XdQ6udw5Tey
2007,Don't Matter,Akon,23,7I6DceMT3utDOHjcYCbrr4
2007,This Is Why I'm Hot,Mims,23,0AA6zq5ArZ1sSH7VIMi4NK
2007,"Pop, Lock & Drop It",Huey,23,6DbqCKweKwVkHgRv1CI53D
2007,What I've Done,Linkin Park,23,18lR4BzEs7e3qzc0KVkTpU
2007,When I See U,Fantasia,23,4iuNZTcvT9diFySSzVsnVS
2007,Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,23,538hPQNtP190KcS3ZnWY5M
2007,Crank That (Soulja Boy),Soulja Boy Tell'em,23,66TRwr5uJwPt15mfFkzhbi
2007,How To Save A Life,The Fray,22,5fVZC9GiM4e8vu99W0Xf6J
2007,If Everyone Cared,Nickelback,22,0SRqIW98aSU2w3pAdKUMGB
2007,Last Night,Diddy Featuring Keyshia Cole,22,61u8YHgwacXM9Sm5JOblkp
2007,Get It Shawty,Lloyd,22,2a03afRiyAbNAleOByVju4
2007,Party Like A Rockstar,Shop Boyz,22,1IYaMVfidzSfvCUZYXhsU1
2007,Beautiful Girls,Sean Kingston,22,1hGy2eLcmC8eKx7qr1tOqx
2007,Bartender,T-Pain Featuring Akon,22,1RGIjMFMgJxkZHMDXVYzOJ
2007,Shawty,Plies Featuring T-Pain,22,0mYoKqA23wUUj7BTEgNzjg
2007,Misery Business,Paramore,22,3l9CW99AHtExIRV4hW2N5m
2007,Bed,J. Holiday,22,6TlRNJaezOdzdECnQeRuMM
2007,Irreplaceable,Beyonce,21,6RX5iL93VZ5fKmyvNXvF1r
2007,Walk It Out,Unk,21,209lJhJG4BTlOiMIxApYAj
2007,Lost Without U,Robin Thicke,21,4V2F0DZrAXOWq9hkwMMG3x
2007,2 Step,Unk,21,1X3zcFBdTgSZXyspx1r3yN
2007,Make Me Better,Fabolous Featuring Ne-Yo,21,0YkJU6TjjwzsVXUPRIO0DB
2007,Stronger,Kanye West,21,0j2T0R9dR9qdJYsB7ciXhf
2007,Cyclone,Baby Bash Featuring T-Pain,21,58a3FttBNLveeYAC983XEs
2007,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,20,1oagRT7LfpVlNJN6FSZDGp
2007,Go Getta,Young Jeezy Featuring R. Kelly,20,03b1NUHnoavfpLLKcEMfIb
2007,Wasted,Carrie Underwood,20,5d98TnYzxQmFE4vKgzWXuT
2007,Rock Yo Hips,Crime Mob Featuring Lil Scrappy,20,76dZuMVXjIyLPRLv00skGd
2007,I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),20,6w1DBbA8akxHPiBQ6nAyJq
2007,Stand,Rascal Flatts,20,0xhiQVCz22skOX51jsrfyE
2007,Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,20,3LGeYNY9aWQuBJovOOowqm
2007,Like A Boy,Ciara,20,358bOvBiZCS9fRzNYosw6c
2007,Because Of You,Ne-Yo,20,6CFPFnS9EcLs2I0nWqtWci
2007,Better Than Me,Hinder,20,10fddGyyeUquZZ2uPTjD7P
2007,Good Directions,Billy Currington,20,7GQjJEwqlp6m5HNWVQd6OR
2007,Please Don't Go,Tank,20,21OXWnL1iiWjLFNc4oKN3S
2007,Rehab,Amy Winehouse,20,3N4DI1vuTSX1tz7fa2NQZw
2007,Like This,Kelly Rowland Featuring Eve,20,7ju8Fz9Z6rTNAzDMSoOCh2
2007,Everything,Michael Buble,20,4T6HLdP6OcAtqC6tGnQelG
2007,Lost In This Moment,Big & Rich,20,7Fmc99IknlgUuMWmk626kl
2007,Moments,Emerson Drive,20,0cD8u4HSKXY8fYEqSxhUJb
2007,Ticks,Brad Paisley,20,736KP0gdltJQWPKk0wVL7l
2007,Find Out Who Your Friends Are,Tracy Lawrence,20,5khIoFWb7ag7q52MYpn7QD
2007,Apologize,Timbaland Featuring OneRepublic,20,6q3zC9dDD4lUNk8nfUztXy
2007,Summer Love,Justin Timberlake,20,1MBM7CyZbwJpVbbZJnHHRg
2007,A Different World,Bucky Covington,20,0E0B8a7LSVgbQL160oUnwO
2007,When You're Gone,Avril Lavigne,20,54JKnDB3CzVu8wNAOM27BI
2007,Sexy Lady,Yung Berg Featuring Junior,20,6JDwmHfp9aO0m9QBZg5xjT
2007,(You Want To) Make A Memory,Bon Jovi,20,09ln4QumFqjIkfCFiW9aRk
2007,Lean Like A Cholo,Down A.K.A. Kilo,20,5EQjO4dIVCU6FUKrmkJ13M
2007,Same Girl,R. Kelly Duet With Usher,20,
2007,Like This,Mims,20,2Z2JnZNB7lbUdKR5GynUlV
2007,teachme,Musiq Soulchild,20,0ODFPypnJLE6hKgahiuSzn
2007,Do You Know? (The Ping Pong Song)/Dimelo,Enrique Iglesias,20,
2007,Bleed It Out,Linkin Park,20,0UFDKFqW2oGspYeYqo9wjA
2007,Whine Up,Kat DeLuna Featuring Elephant Man,20,6Avndj1UPQLwR2qqzDwZBc
2007,Do You,Ne-Yo,20,5B0kgjHULYJhAQkK5XsMoC
2007,Shut Up And Drive,Rihanna,20,4Tn2llBm1g0UlWctmgPL8Z
2007,These Are My People,Rodney Atkins,20,5jFid6SUnYqohvNvNuZvIz
2007,A Bay Bay,Hurricane Chris,20,2oWbOh3tLluqTdYL5OEDvs
2007,Teenagers,My Chemical Romance,20,7j31rVgGX9Q2blT92VBEA0
2007,Never Wanted Nothing More,Kenny Chesney,20,6CcuqD9yqaQ2dpNbNjHrQq
2007,LoveStoned,Justin Timberlake,20,5iyE2d4U3Vc5cqY9mPTlpy
2007,Never Too Late,Three Days Grace,20,5y7NRMui3GLbwj2zBaOqo1
2007,Online,Brad Paisley,20,77lC0N7M07wmeozHWjNKts
2007,Take Me There,Rascal Flatts,20,6xRMwzjtb7bEbDFYP97jQB
2007,Hood Figga,Gorilla Zoe,20,1OeTY85K4i1I7kNnvESfeb
2007,Free And Easy (Down The Road I Go),Dierks Bentley,20,3JrD5PQbOAgGTKhts9Te6d
2007,Throw Some D's,Rich Boy Featuring Polow Da Don,19,6SmPPtaMnfxgz5duA6t9Cu
2007,On The Hotline,Pretty Ricky,19,1zyqZONW985Cs4osz9wlsu
2007,Big Things Poppin' (Do It),T.I.,19,0eMdAjfAfGS1AoeXgiyGXP
2008,Bleeding Love,Leona Lewis,39,7wZUrN8oemZfsEd1CGkbXE
2008,No Air,Jordin Sparks Duet With Chris Brown,35,5tmambyCorzpRg7ViOO3SN
2008,Pocketful Of Sunshine,Natasha Bedingfield,35,1uigwk5hNV84zRd5YQQRTk
2008,I'm Yours,Jason Mraz,35,3S0OXQeoh0w6AY8WQVckRW
2008,Closer,Ne-Yo,35,0GX5oOKtU0nnx5OkhenW2i
2008,Love Song,Sara Bareilles,34,4E6cwWJWZw2zWf7VFbH7wf
2008,Forever,Chris Brown,33,3NZJlJemX3mzjf56MqC5ML
2008,Low,Flo Rida Featuring T-Pain,32,0CAfXk7DXMnon4gLudAp7J
2008,Viva La Vida,Coldplay,32,1mea3bSkSGXuIRvnydlB5b
2008,Stop And Stare,OneRepublic,30,0pg4ptWsO9eMH6nEhrM9fD
2008,Shake It,Metro Station,30,5619Ojc6t9evEEs3B7Drhe
2008,American Boy,Estelle Featuring Kanye West,30,6etwirSInfuJrSOlogS6Sh
2008,It's Not My Time,3 Doors Down,29,3DelzIn0lPwX4PeOJk9zDF
2008,Lollipop,Lil Wayne Featuring Static Major,28,5jnxxpX2834SB6LJ0S73Uz
2008,Love Remains The Same,Gavin Rossdale,28,0sFzP4DozRWm25pgUnJyir
2008,Apologize,Timbaland Featuring OneRepublic,27,6q3zC9dDD4lUNk8nfUztXy
2008,Take A Bow,Rihanna,27,3goSVuTt3fDYDP6kRnFwuL
2008,Dangerous,Kardinal Offishall Featuring Akon,27,4NOZ35Dhucr6UlVyLOtktd
2008,Got Money,Lil Wayne Featuring T-Pain,27,04QTusNVhoUHOx7L9jHRHZ
2008,Fall For You,Secondhand Serenade,27,23uyMJ9g32A7teBBqrh0c2
2008,Addicted,Saving Abel,27,3pxCXv0NACYfYnLjFcQW5D
2008,With You,Chris Brown,26,5Lgcn7u07bHuqbOtXkN62u
2008,Don't Stop The Music,Rihanna,26,0ByMNEPAPpOR5H69DVrTNy
2008,Say,John Mayer,26,6wZI4mdT8JwXgkGURnBQiq
2008,Sexy Can I,Ray J & Yung Berg,26,1LnATvtXXioQNPeKTT4x9T
2008,Realize,Colbie Caillat,26,6Vi6gx8IMRXORPx8fPd2YJ
2008,Disturbia,Rihanna,26,2VOomzT6VavJOGBeySqaMc
2008,See You Again,Miley Cyrus,25,3AjyOYxBv8bByfBtG5o9dP
2008,Love In This Club,Usher Featuring Young Jeezy,25,5j0McHPthKpOXRr3fBq8M0
2008,What You Got,Colby O'Donis Featuring Akon,25,3MldzywZOH4Uci6bq9noyJ
2008,No One,Alicia Keys,24,0mZ5GyrHG908lqrHaTw4hi
2008,Our Song,Taylor Swift,24,1j6gmK6u4WNI33lMZ8dC1s
2008,Leavin',Jesse McCartney,24,20ORwCJusz4KS2PbTPVNKo
2008,In Love With A Girl,Gavin DeGraw,23,3zcmWxxUA7Em7X3IBqZGUo
2008,Better In Time,Leona Lewis,23,2iXBZ32Fz5VDCLeE0JIdX5
2008,A Milli,Lil Wayne,23,3uqinR4FCjLv28bkrTdNX5
2008,I Kissed A Girl,Katy Perry,23,14iN3o8ptQ8cFVZTEmyQRV
2008,Paralyzer,Finger Eleven,22,28IEbk5a7twNTbUEvWslUb
2008,Bubbly,Colbie Caillat,22,1lkvpmrCaXK8QtliFDcHBO
2008,Sorry,Buckcherry,22,6HDfH9xZ36NBNl5A71QrTR
2008,Damaged,Danity Kane,22,4yHFxB8kzzeuNvoouR8N0N
2008,Bust It Baby Part 2,Plies Featuring Ne-Yo,22,
2008,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,21,0tdjTo4xacmmF7eINqaM8z
2008,Get Like Me,David Banner Featuring Chris Brown,21,2IBF9lQ9lgVai8LkskI5L7
2008,In The Ayer,Flo Rida Featuring will.i.am,21,6RpiAj9Ofv0Uqp6n2OuRoh
2008,One Step At A Time,Jordin Sparks,21,7rFe0uEHuONOTavUfaxEcS
2008,Spotlight,Jennifer Hudson,21,23DOkHzglxk37y3emwMqgP
2008,Teardrops On My Guitar,Taylor Swift,20,2TF4UtYreqNbQ6Z9AccldU
2008,All Around Me,Flyleaf,20,5bHwCxqs3jhxjDeztcHFpd
2008,All-American Girl,Carrie Underwood,20,2dRPQFwPqAmc42mDRnsDQu
2008,Small Town Southern Man,Alan Jackson,20,5ExWY6ojo1Qm3rC7iaEqx2
2008,What Kinda Gone,Chris Cagle,20,7uPReljrrTaqzDCcx4JHmi
2008,Whatever It Takes,Lifehouse,20,3nzL5CIQiCEt6jRt1AlQ9d
2008,Feels Like Tonight,Daughtry,20,5kCqmFSCYhOyAfYcsMevlk
2008,You're Gonna Miss This,Trace Adkins,20,7Efs0OIW6zgQyH7ehKZYpN
2008,Touch My Body,Mariah Carey,20,2aEuXA1KswHlCGPOuPmCOW
2008,The Boss,Rick Ross Featuring T-Pain,20,67LLvp5hpAtJRZQa7frobT
2008,Picture To Burn,Taylor Swift,20,4BYejINgfZF0qKDMEH2cim
2008,She Got It,2 Pistols Featuring T-Pain & Tay Dizm,20,11WuptzKtcVfPMYaf5aook
2008,I Saw God Today,George Strait,20,7maV3I3KQNYpsOWYTOhGqn
2008,Just Got Started Lovin' You,James Otto,20,4b0XF7CDpJEBAdVHMw7amV
2008,I'm Still A Guy,Brad Paisley,20,7qW9TkSOoSWI63EqzMzksJ
2008,4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,20,1oHClQEgDmmbcEx12Kc5nZ
2008,Last Name,Carrie Underwood,20,44xWtabQzBHKXxD0UVLSNQ
2008,Home,Blake Shelton,20,2uEVQb8FstYyxpd8Gy6ndR
2008,Handlebars,Flobots,20,6JH9yWhgbm0y9iAJhCslNc
2008,Take You Down,Chris Brown,20,1vwUsp52io0AGQ5yv470IC
2008,Mercy,Duffy,20,1zusIxNqJu8i4g6P6hJ2Qa
2008,I Luv Your Girl,The-Dream,20,3wkNK8tJZ2stygNJm8RCRD
2008,Heaven Sent,Keyshia Cole,20,0JVEpLj6fptu0VNBJcIygB
2008,If I Never See Your Face Again,Maroon 5 Featuring Rihanna,20,4dHOg1U0mIHjqV0mmUtxZd
2008,Good Time,Alan Jackson,20,6lyKOW0FNW6aAZdKVgoM8m
2008,Lolli Lolli (Pop That Body),"Three 6 Mafia Featuring Project Pat, Young D & Superpower",20,4xWMTkwknjh8FzxNrkwLl6
2008,The Time Of My Life,David Cook,20,6avyV3xlz2UFeiAUZ0SqyT
2008,Should've Said No,Taylor Swift,20,6CdaXOq1MWe2JHDalTG01d
2008,When I Grow Up,The Pussycat Dolls,20,21pySLskKIKrhDziCX5ojQ
2008,Put On,Young Jeezy Featuring Kanye West,20,3OePAyHePd68TTKmy2hjq0
2008,Hot N Cold,Katy Perry,20,0iGckQFyv6svOfAbAY9aWJ
2008,Bartender Song,Rehab,20,1gewemPOUilb21s7CfMS55
2008,All Summer Long,Kid Rock,20,5rX6C5QVvvZB7XckETNych
2008,She Never Cried In Front Of Me,Toby Keith,20,4CA1ZvDNhoaCJcozvGP8WH
2008,Don't Think I Don't Think About It,Darius Rucker,20,0XfFxeXzMkIy5SWAVpOQin
2008,Waitin' On A Woman,Brad Paisley,20,3uJggzf2q1lCOl8EiQHFvN
2008,Paper Planes,M.I.A.,20,1ixbwbeBi5ufN4noUKmW5a
2008,Need U Bad,Jazmine Sullivan,20,7FwTn0LZZunjRl9Edp57sl
2008,Do You Believe Me Now,Jimmy Wayne,20,6opRN637P6bHAgYQ0khTcE
2008,Can't Believe It,T-Pain Featuring Lil Wayne,20,5CH4geuA7bpFR4A2rmqoof
2008,Swing,Savage Featuring Soulja Boy Tell'em,20,31hGVTn7MpHC9vovXIVWfm
2008,Tattoo,Jordin Sparks,19,1oi3vkeOGXAd3qljM5o9Oe
2008,Superstar,Lupe Fiasco Featuring Matthew Santos,19,7dltD9eEX7X1zk8JJ9BS0e
2008,Won't Go Home Without You,Maroon 5,19,6WEBwvsmpaoGxka0tSh5a7
2008,I Remember,Keyshia Cole,19,1vDEdno3PFjQ6bvpwBy1x7
2008,Falsetto,The-Dream,19,2P1e3xpjDhYFqOFeu8IWzS
2008,New Soul,Yael Naim,19,09nEPqqMCJ5gNioi7M2dth
2008,Nine In The Afternoon,Panic! At The Disco,19,3oap5wNMWwX1dT3AVKwLzH
2008,What About Now,Daughtry,19,2aCuqTLnkj55FuEsUl6FpN
2008,I Still Miss You,Keith Anderson,19,3aQgDeBNn3ENJs8pheM9NH
2008,Just Dance,Lady Gaga Featuring Colby O'Donis,19,1dzQoRqT5ucxXVaAhTcT0J
2008,My Life,The Game Featuring Lil Wayne,19,3KfbEIOC7YIv90FIfNSZpo
2008,Shattered (Turn The Car Around),O.A.R.,19,6jlqDfX8TQNxcaAz5oxYJA
2009,Use Somebody,Kings Of Leon,45,5VGlqQANWDKJFl0MBG3sg2
2009,I'm Yours,Jason Mraz,41,3S0OXQeoh0w6AY8WQVckRW
2009,Poker Face,Lady Gaga,40,1QV6tiMFM6fSOKOGLMHYYg
2009,Second Chance,Shinedown,38,0CwYG1UnRmOx8Q1EzElCIL
2009,Don't Trust Me,3OH!3,36,5jzX4dWVQeBTtfBaXnMRt5
2009,Love Story,Taylor Swift,35,6YvqWjhGD8mB5QXcbcUKtx
2009,You Found Me,The Fray,35,4IoYz8XqqdowINzfRrFnhi
2009,I Know You Want Me (Calle Ocho),Pitbull,35,13plQdOoWSSXPRUSZc5FuM
2009,Boom Boom Pow,The Black Eyed Peas,33,3oDFtOhcN08qeDPAK6MEQG
2009,You Belong With Me,Taylor Swift,33,1qrpoAMXodY6895hGKoUpA
2009,Gives You Hell,The All-American Rejects,31,5gb9UJkh8TfrNMRYOJNbew
2009,Halo,Beyonce,31,2CvOqDpQIMw69cCzWqr5yr
2009,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,31,0JmGVy7IzUM27My3UuEOOZ
2009,Just Dance,Lady Gaga Featuring Colby O'Donis,30,1dzQoRqT5ucxXVaAhTcT0J
2009,The Climb,Miley Cyrus,28,5x5JM1BSB6vollcIzDocqT
2009,Dead And Gone,T.I. Featuring Justin Timberlake,27,7IhsLJMqdxoo7YAZjaSMru
2009,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,27,2q4rjDy9WhaN3o9MvDbO21
2009,Day 'N' Nite,Kid Cudi,27,60PAzFNW3vAiAiVK6DRJfB
2009,Blame It,Jamie Foxx Featuring T-Pain,27,08uGhvS5MfBk7crUCpnjva
2009,I Gotta Feeling,The Black Eyed Peas,27,4kLLWz7srcuLKA7Et40PQR
2009,Right Round,Flo Rida,26,0wruS6JEQCGeYrvsCIdG0Z
2009,Please Don't Leave Me,P!nk,26,4iHUBqALsttdeXVRXlTMQJ
2009,That's Not My Name,The Ting Tings,25,1i1OuCNhNf7JwrlWlFZFu1
2009,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,25,7kMfu3KUydmrFVGEAhjtyl
2009,Heartless,Kanye West,24,4EWCNWgDS8707fNSZ1oaA5
2009,My Life Would Suck Without You,Kelly Clarkson,24,4Dm32oO01YpIubCHaAtKkN
2009,No Surprise,Daughtry,24,6JnqbWl6N8g4Ikw5uZiJY4
2009,Best I Ever Had,Drake,24,3QLjDkgLh9AOEHlhQtDuhs
2009,Fallin' For You,Colbie Caillat,24,3mJq2ZlI3ZN8hvmRSdzRy9
2009,Down,Jay Sean Featuring Lil Wayne,24,6cmm1LMvZdB5zsCwX5BjqE
2009,Waking Up In Vegas,Katy Perry,23,0CINJz55gaKzuAsqhZ0hEU
2009,Pretty Wings,Maxwell,23,22NLm3IIR9NLG0cUYtmHMW
2009,Throw It In The Bag,Fabolous Featuring The-Dream,23,6c0GmyBsE7mQtrVvxJaWc3
2009,Hotel Room Service,Pitbull,23,0OPyDgTRuIdCJ9B4bYSths
2009,Break Up,Mario Featuring Gucci Mane & Sean Garrett,23,4UP5HP7IAnNdxD01g1lzQp
2009,Sober,P!nk,22,733ncRLzZQT5UtSPg1QmPc
2009,Mad,Ne-Yo,22,6Hn9Uc1mMNfqChXU3txNke
2009,Turnin Me On,Keri Hilson Featuring Lil Wayne,22,5FmozEXMXttaTyrjtxuLoS
